#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0      41.919668325431     2.15422348589425                    0                    0                  270
                   0                    0    0.721966795980817                    0                    0                  270
    69.9924745555198     6.73491008556347    0.721966795980817                    0                    0                  270
    109.253100836412     6.37226959038223     8.85859994048641                    0     1.86448050028892                  270
     48.355468258991     1.99110682357314     6.48885238312518                    0                    0                  270
                   1                    0     6.48140290637952                    0                    0                  270
                   1                    0     6.31518798956593                    0                    0                  270
                   1                    0     5.68623040833612                    0                    0                  270
                   1                    0     4.30119900413451                    0                    0                  270
                   1                    0      4.0825505301626                    0                    0                  270
                   1                    0     4.05758512259812                    0                    0                  270
                   1                    0     4.05093565618547                    0                    0                  270
                   1                    0     4.03879543437607                    0                    0                  270
                   1                    0     4.02234824137448                    0                    0                  270
                   1                    0     4.00277786138524                    0                    0                  270
                   1                    0     3.98126807861288                    0                    0                  270
                   1                    0     3.95900267726194                    0                    0                  270
                   1                    0     3.93716544153696                    0                    0                  270
                   1                    0     3.91694015564249                    0                    0                  270
                   1                    0     3.89951060378307                    0                    0                  270
                   1                    0     3.88606057016322                    0                    0                  270
                   1                    0     3.87777383898751                    0                    0                  270
                   1                    0     3.87583419446045                    0                    0                  270
                   1                    0     3.88142542078661                    0                    0                  270
                   1                    0      3.8957313021705                    0                    0                  270
                   1                    0     3.91993562281669                    0                    0                  270
                   1                    0     3.95522216692969                    0                    0                  270
                   1                    0     4.00277471871406                    0                    0                  270
                   1                    0     4.06377706237434                    0                    0                  270
                   1                    0     4.13941298211507                    0                    0                  270
  0.0832216941155934                    0     4.52549967758199                    0                    0                  270
    299.601370890386     6.59557823865674     4.32594108130798                    0                    0                  270
                   0                    0                    0                    0                    0                  270
