#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     56.9384815176091                2.071                    0                    0                  270
                   0                    0     1.04567392332478                    0                    0                  270
    79.9977695316027     5.89015584270048     1.04567392332478                    0                    0                  270
    109.150437103869      7.6193807907956      9.0378602662537                    0     1.90649616232768                  270
     48.227934986712    0.457678059145837     6.41844293762035                    0                    0                  270
    4.05675569374563    0.729747321524366     5.23609353249551                    0                    0                  270
    11.0631043177476     4.69309801625187     2.06348535971627                    0                    0                  270
    10.0975491182428     5.52590073075963      4.7596649626627                    0                    0                  270
    26.8350645636024     14.7591407273277      2.8207895980313                    0                    0                  270
    5.00041659998578    0.681884295588129     4.87641581966321                    0                    0                  270
    229.350029115077     8.76194720180573     3.94437355464513                    0                    0                  270
                   0                    0                    0                    0                    0                  270
