#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     74.9980439292823     2.24973771398499                    0                    0                  270
                   0                    0     1.03950200512307                    0                    0                  270
     74.997398735766     5.93899616193463     1.03950200512307                    0                    0                  270
    109.162400053896      7.3596433411869     9.04283454209448                    0     1.89822754503958                  270
    47.7101579464016     9.99888361565699     6.41903436288769                    0                    0                  270
                   1                    0     6.35085521859811                    0                    0                  270
                   1                    0     5.87049132779277                    0                    0                  270
                   1                    0     5.07605166404443                    0                    0                  270
                   1                    0     4.14105426338336                    0                    0                  270
                   1                    0     3.23901716183985                    0                    0                  270
                   1                    0     2.54345839544417                    0                    0                  270
                   1                    0     2.20072589957781                    0                    0                  270
                   1                    0     2.05972744265872                    0                    0                  270
                   1                    0     2.04435566695229                    0                    0                  270
                   1                    0     2.13182156032719                    0                    0                  270
                   1                    0     2.29933611065211                    0                    0                  270
                   1                    0      2.5241103057957                    0                    0                  270
                   1                    0     2.78335513362665                    0                    0                  270
                   1                    0     3.05428158201362                    0                    0                  270
                   1                    0      3.3141006388253                    0                    0                  270
                   1                    0     3.54002329193035                    0                    0                  270
                   1                    0     3.70926052919745                    0                    0                  270
                   1                    0     3.79919612981494                    0                    0                  270
                   1                    0     3.83858130416905                    0                    0                  270
                   1                    0     3.86195042647605                    0                    0                  270
                   1                    0     3.87061562644156                    0                    0                  270
                   1                    0     3.86588903377124                    0                    0                  270
                   1                    0     3.84908277817072                    0                    0                  270
                   1                    0     3.82150898934564                    0                    0                  270
                   1                    0     3.78447979700165                    0                    0                  270
                   1                    0     3.73930733084439                    0                    0                  270
                   1                    0     3.68730372057949                    0                    0                  270
                   1                    0     3.62978109591261                    0                    0                  270
                   1                    0     3.56805158654937                    0                    0                  270
                   1                    0     3.50342732219543                    0                    0                  270
                   1                    0     3.43722043255643                    0                    0                  270
                   1                    0     3.37074304733799                    0                    0                  270
                   1                    0     3.30530729624578                    0                    0                  270
                   1                    0     3.24222530898542                    0                    0                  270
                   1                    0     3.18280921526256                    0                    0                  270
                   1                    0     3.12837114478284                    0                    0                  270
                   1                    0      3.0802232272519                    0                    0                  270
                   1                    0     3.03967759237539                    0                    0                  270
                   1                    0     3.00804636985894                    0                    0                  270
                   1                    0     2.98664168940819                    0                    0                  270
                   1                    0     2.97677568072879                    0                    0                  270
                   1                    0     2.98634888665509                    0                    0                  270
                   1                    0     3.07070057754282                    0                    0                  270
                   1                    0     3.22176211641453                    0                    0                  270
                   1                    0     3.41428808618462                    0                    0                  270
                   1                    0     3.62303306976749                    0                    0                  270
                   1                    0     3.82275165007753                    0                    0                  270
                   1                    0     3.98819841002913                    0                    0                  270
                   1                    0      4.0941279325367                    0                    0                  270
                   1                    0     4.11529480051461                    0                    0                  270
                   1                    0     4.02645359687728                    0                    0                  270
                   1                    0     3.56600079627249                    0                    0                  270
                   1                    0     3.56568324854845                    0                    0                  270
                   1                    0     3.56545376925085                    0                    0                  270
                   1                    0     3.56534455553345                    0                    0                  270
                   1                    0     3.56538780455001                    0                    0                  270
                   1                    0      3.5656157134543                    0                    0                  270
                   1                    0     3.56606047940006                    0                    0                  270
                   1                    0     3.56675429954106                    0                    0                  270
                   1                    0     3.56772937103106                    0                    0                  270
                   1                    0     3.56901789102382                    0                    0                  270
                   1                    0     3.57065205667309                    0                    0                  270
                   1                    0     3.57266406513264                    0                    0                  270
                   1                    0     3.57508611355623                    0                    0                  270
                   1                    0     3.57795039909761                    0                    0                  270
                   1                    0     3.58128911891055                    0                    0                  270
                   1                    0      3.5851344701488                    0                    0                  270
                   1                    0     3.58951864996612                    0                    0                  270
                   1                    0     3.59447385551628                    0                    0                  270
                   1                    0     3.60003228395303                    0                    0                  270
                   1                    0     3.60622613243014                    0                    0                  270
                   1                    0     3.61308759810135                    0                    0                  270
                   1                    0     3.62064887812044                    0                    0                  270
                   1                    0     3.62894216964116                    0                    0                  270
                   1                    0     3.63799966981727                    0                    0                  270
                   1                    0     3.64785357580253                    0                    0                  270
                   1                    0     3.65853608475069                    0                    0                  270
                   1                    0     3.67007939381553                    0                    0                  270
                   1                    0     3.68251570015079                    0                    0                  270
   0.505457550977553                    0     3.69248543326077                    0                    0                  270
    207.465625084176     8.79269477940437     3.97929028795267                    0                    0                  270
                   0                    0                    0                    0                    0                  270
