#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     60.2854531464049                2.148                    0                    0                  270
                   0                    0     3.03517644905524                    0                    0                  270
    27.2646967460823     5.25126265287429     3.03517644905524                    0                    0                  270
    108.297342579857     6.84194132441245     9.34483746898672                    0     1.85429558580944                  270
    49.2599914018605     1.20987187036073     5.89974694372448                    0                    0                  270
                   1                    0     5.79185586556774                    0                    0                  270
                   1                    0     5.12043857143768                    0                    0                  270
                   1                    0     4.26753294049416                    0                    0                  270
                   1                    0     3.74436918906755                    0                    0                  270
                   1                    0     3.72414434222962                    0                    0                  270
                   1                    0     3.72404075273293                    0                    0                  270
                   1                    0     3.72396399839379                    0                    0                  270
                   1                    0     3.72391229837223                    0                    0                  270
                   1                    0     3.72388387182829                    0                    0                  270
                   1                    0     3.72387693792201                    0                    0                  270
                   1                    0     3.72388971581342                    0                    0                  270
                   1                    0     3.72392042466257                    0                    0                  270
                   1                    0     3.72396728362947                    0                    0                  270
                   1                    0     3.72402851187418                    0                    0                  270
                   1                    0     3.72410232855672                    0                    0                  270
                   1                    0     3.72418695283714                    0                    0                  270
                   1                    0     3.72428060387546                    0                    0                  270
                   1                    0     3.72438150083173                    0                    0                  270
                   1                    0     3.72448786286598                    0                    0                  270
                   1                    0     3.72459790913825                    0                    0                  270
                   1                    0     3.72470985880856                    0                    0                  270
                   1                    0     3.72482193103697                    0                    0                  270
                   1                    0      3.7249323449835                    0                    0                  270
                   1                    0     3.72503931980818                    0                    0                  270
                   1                    0     3.72514107467107                    0                    0                  270
                   1                    0     3.72523582873218                    0                    0                  270
                   1                    0     3.72532180115157                    0                    0                  270
                   1                    0     3.72539721108925                    0                    0                  270
                   1                    0     3.72546027770528                    0                    0                  270
                   1                    0     3.72550922015968                    0                    0                  270
                   1                    0     3.72554225761249                    0                    0                  270
                   1                    0     3.72555760922375                    0                    0                  270
                   1                    0     3.72583347859192                    0                    0                  270
                   1                    0     3.72687145920453                    0                    0                  270
                   1                    0     3.72866388555586                    0                    0                  270
                   1                    0     3.73119202242854                    0                    0                  270
                   1                    0     3.73443713460519                    0                    0                  270
                   1                    0     3.73838048686846                    0                    0                  270
                   1                    0     3.74300334400096                    0                    0                  270
                   1                    0     3.74828697078535                    0                    0                  270
                   1                    0     3.75421263200424                    0                    0                  270
                   1                    0     3.76076159244026                    0                    0                  270
                   1                    0     3.76791511687606                    0                    0                  270
                   1                    0     3.77565447009425                    0                    0                  270
                   1                    0     3.78396091687748                    0                    0                  270
                   1                    0     3.79281572200837                    0                    0                  270
                   1                    0     3.80220015026956                    0                    0                  270
                   1                    0     3.81209546644367                    0                    0                  270
                   1                    0     3.82248293531334                    0                    0                  270
                   1                    0      3.8333438216612                    0                    0                  270
                   1                    0     3.84465939026988                    0                    0                  270
                   1                    0     3.85641090592202                    0                    0                  270
                   1                    0     3.86857963340024                    0                    0                  270
                   1                    0     3.88114683748717                    0                    0                  270
                   1                    0     3.89409378296545                    0                    0                  270
                   1                    0     3.90740173461771                    0                    0                  270
                   1                    0     3.92105195722658                    0                    0                  270
                   1                    0     3.93502571557469                    0                    0                  270
                   1                    0     3.94930427444468                    0                    0                  270
                   1                    0     3.96386889861917                    0                    0                  270
                   1                    0      3.9787008528808                    0                    0                  270
                   1                    0     3.99378140201219                    0                    0                  270
                   1                    0     4.00909181079598                    0                    0                  270
                   1                    0     4.02461334401481                    0                    0                  270
                   1                    0     4.04032726645129                    0                    0                  270
                   1                    0     4.05621484288807                    0                    0                  270
                   1                    0     4.07225733810778                    0                    0                  270
                   1                    0     4.08843601689304                    0                    0                  270
                   1                    0     4.10473214402649                    0                    0                  270
                   1                    0     4.12112698429077                    0                    0                  270
                   1                    0     4.13760180246849                    0                    0                  270
                   1                    0     4.15413786334229                    0                    0                  270
                   1                    0     4.17071643169481                    0                    0                  270
                   1                    0     4.18731877230868                    0                    0                  270
                   1                    0     4.20392614996652                    0                    0                  270
                   1                    0     4.22051982945098                    0                    0                  270
                   1                    0     4.23708107554467                    0                    0                  270
                   1                    0     4.25359115303024                    0                    0                  270
                   1                    0     4.27003132669031                    0                    0                  270
                   1                    0     4.28638286130751                    0                    0                  270
                   1                    0     4.30262702166448                    0                    0                  270
                   1                    0     4.31874507254385                    0                    0                  270
                   1                    0     4.33471827872825                    0                    0                  270
                   1                    0     4.35052790500031                    0                    0                  270
                   1                    0     4.36615521614266                    0                    0                  270
                   1                    0     4.38158147693794                    0                    0                  270
                   1                    0     4.39678795216877                    0                    0                  270
                   1                    0      4.4117559066178                    0                    0                  270
                   1                    0     4.42646660506763                    0                    0                  270
                   1                    0     4.44090131230092                    0                    0                  270
                   1                    0      4.4550412931003                    0                    0                  270
                   1                    0     4.46886781224838                    0                    0                  270
                   1                    0     4.48236213452781                    0                    0                  270
                   1                    0     4.49550552472122                    0                    0                  270
                   1                    0     4.50827924761123                    0                    0                  270
                   1                    0     4.52066456798049                    0                    0                  270
