#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     67.7465031954509                2.071                    0                    0                  270
                   0                    0    0.993005924790056                    0                    0                  270
    103.413444078753     5.77091967470031    0.993005924790056                    0                    0                  270
    109.111688505722     7.54903646280797     8.99769884238713                    0     1.91953539022007                  270
    50.1475800607865     1.57629159361349     6.36611622764258                    0                    0                  270
    16.6465118167249     1.13667319409371     2.69920127340036                    0                    0                  270
    5.35841474772224     2.86110437940173     4.88078291526254                    0                    0                  270
    18.4803614993151    0.897515849886086      3.1977088881753                    0                    0                  270
    29.9710400418229     4.50712616691866     3.59883069378142                    0                    0                  270
    32.9060922128627     17.9072065560653     3.77364416162982                    0                    0                  270
    181.276338641129     9.45703789860416     4.07145316534623                    0                    0                  270
                   0                    0                    0                    0                    0                  270
