#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     51.9011174990902                2.148                    0                    0                  270
                   0                    0      3.0067189538876                    0                    0                  270
    29.0698837435923      3.5655323196739      3.0067189538876                    0                    0                  270
    105.475420480993     12.0474240443066     9.42970181767495                    0     1.87209164454603                  270
    46.4007409787089    0.592611980046155     6.45778348984256                    0                    0                  270
                   1                    0      6.4399610562757                    0                    0                  270
                   1                    0     6.30694787409726                    0                    0                  270
                   1                    0     6.06536868598476                    0                    0                  270
                   1                    0     5.74073358888885                    0                    0                  270
                   1                    0     5.35855267976016                    0                    0                  270
                   1                    0     4.94433605554936                    0                    0                  270
                   1                    0     4.52359381320708                    0                    0                  270
                   1                    0     4.12183604968398                    0                    0                  270
                   1                    0      3.7645728619307                    0                    0                  270
                   1                    0     3.47731434689789                    0                    0                  270
                   1                    0     3.28557060153619                    0                    0                  270
                   1                    0     3.21484846884881                    0                    0                  270
                   1                    0     3.21226173616908                    0                    0                  270
                   1                    0     3.20985502278991                    0                    0                  270
                   1                    0     3.20762212031218                    0                    0                  270
                   1                    0     3.20555682033676                    0                    0                  270
                   1                    0     3.20365291446453                    0                    0                  270
                   1                    0     3.20190419429635                    0                    0                  270
                   1                    0      3.2003044514331                    0                    0                  270
                   1                    0     3.19884747747566                    0                    0                  270
                   1                    0     3.19752706402489                    0                    0                  270
                   1                    0     3.19633700268168                    0                    0                  270
                   1                    0     3.19527108504689                    0                    0                  270
                   1                    0      3.1943231027214                    0                    0                  270
                   1                    0     3.19348684730607                    0                    0                  270
                   1                    0      3.1927561104018                    0                    0                  270
                   1                    0     3.19212468360944                    0                    0                  270
                   1                    0     3.19158635852987                    0                    0                  270
                   1                    0     3.19113492676396                    0                    0                  270
                   1                    0      3.1907641799126                    0                    0                  270
                   1                    0     3.19046790957665                    0                    0                  270
                   1                    0     3.19023990735698                    0                    0                  270
                   1                    0     3.19007396485447                    0                    0                  270
                   1                    0     3.18996387366999                    0                    0                  270
                   1                    0     3.18990342540441                    0                    0                  270
                   1                    0     3.18988641165862                    0                    0                  270
                   1                    0     3.18990662403347                    0                    0                  270
                   1                    0     3.18995785412985                    0                    0                  270
                   1                    0     3.19003389354863                    0                    0                  270
                   1                    0     3.19019622236351                    0                    0                  270
                   1                    0     3.19148557158071                    0                    0                  270
                   1                    0     3.19420474979477                    0                    0                  270
                   1                    0     3.19828469992148                    0                    0                  270
                   1                    0     3.20365636487662                    0                    0                  270
                   1                    0       3.210250687576                    0                    0                  270
                   1                    0      3.2179986109354                    0                    0                  270
                   1                    0      3.2268310778706                    0                    0                  270
                   1                    0     3.23667903129741                    0                    0                  270
                   1                    0     3.24747341413161                    0                    0                  270
                   1                    0     3.25914516928898                    0                    0                  270
                   1                    0     3.27162523968533                    0                    0                  270
                   1                    0     3.28484456823644                    0                    0                  270
                   1                    0     3.29873409785809                    0                    0                  270
                   1                    0     3.31322477146609                    0                    0                  270
                   1                    0     3.32824753197622                    0                    0                  270
                   1                    0     3.34373332230426                    0                    0                  270
                   1                    0     3.35961308536602                    0                    0                  270
                   1                    0     3.37581776407728                    0                    0                  270
                   1                    0     3.39227830135382                    0                    0                  270
                   1                    0     3.40892564011145                    0                    0                  270
                   1                    0     3.42569072326595                    0                    0                  270
                   1                    0     3.44250449373311                    0                    0                  270
                   1                    0     3.45929789442871                    0                    0                  270
                   1                    0     3.47600186826856                    0                    0                  270
                   1                    0     3.49254735816844                    0                    0                  270
                   1                    0     3.50886530704414                    0                    0                  270
                   1                    0     3.52488665781145                    0                    0                  270
                   1                    0     3.54054235338616                    0                    0                  270
                   1                    0     3.55576333668406                    0                    0                  270
                   1                    0     3.57048055062093                    0                    0                  270
                   1                    0     3.58462493811258                    0                    0                  270
                   1                    0     3.59812744207479                    0                    0                  270
                   1                    0     3.61091900542336                    0                    0                  270
                   1                    0     3.62293057107406                    0                    0                  270
                   1                    0     3.63409308194269                    0                    0                  270
                   1                    0     3.64433748094504                    0                    0                  270
                   1                    0      3.6535947109969                    0                    0                  270
                   1                    0     3.66179571501407                    0                    0                  270
                   1                    0     3.66887143591232                    0                    0                  270
                   1                    0     3.67475281660745                    0                    0                  270
                   1                    0     3.67937080001526                    0                    0                  270
                   1                    0     3.68265632905152                    0                    0                  270
                   1                    0     3.68454034663204                    0                    0                  270
                   1                    0     3.68500071644879                    0                    0                  270
                   1                    0     3.68516997739794                    0                    0                  270
                   1                    0     3.68555411684164                    0                    0                  270
                   1                    0     3.68614979957755                    0                    0                  270
                   1                    0     3.68695369040329                    0                    0                  270
                   1                    0      3.6879624541165                    0                    0                  270
                   1                    0     3.68917275551484                    0                    0                  270
                   1                    0     3.69058125939593                    0                    0                  270
                   1                    0     3.69218463055742                    0                    0                  270
                   1                    0     3.69397953379695                    0                    0                  270
                   1                    0     3.69596263391216                    0                    0                  270
                   1                    0     3.69813059570069                    0                    0                  270
                   1                    0     3.70048008396017                    0                    0                  270
                   1                    0     3.70300776348826                    0                    0                  270
                   1                    0     3.70571029908259                    0                    0                  270
                   1                    0     3.70858435554079                    0                    0                  270
                   1                    0     3.71162659766052                    0                    0                  270
                   1                    0     3.71483369023941                    0                    0                  270
                   1                    0      3.7182022980751                    0                    0                  270
                   1                    0     3.72172908596524                    0                    0                  270
                   1                    0     3.72541071870745                    0                    0                  270
                   1                    0     3.72924386109939                    0                    0                  270
                   1                    0     3.73322517793869                    0                    0                  270
                   1                    0       3.737351334023                    0                    0                  270
                   1                    0     3.74161899414994                    0                    0                  270
                   1                    0     3.74602482311718                    0                    0                  270
                   1                    0     3.75056548572233                    0                    0                  270
                   1                    0     3.75523764676306                    0                    0                  270
                   1                    0     3.76003797103698                    0                    0                  270
                   1                    0     3.76496312334175                    0                    0                  270
                   1                    0     3.77000976847501                    0                    0                  270
                   1                    0      3.7751745712344                    0                    0                  270
                   1                    0     3.78045419641755                    0                    0                  270
                   1                    0      3.7858453088221                    0                    0                  270
                   1                    0     3.79134457324571                    0                    0                  270
                   1                    0       3.796948654486                    0                    0                  270
                   1                    0     3.80265421734062                    0                    0                  270
                   1                    0     3.80845792660721                    0                    0                  270
                   1                    0      3.8143564470834                    0                    0                  270
                   1                    0     3.82034644356685                    0                    0                  270
                   1                    0     3.82642458085518                    0                    0                  270
                   1                    0     3.83258752374605                    0                    0                  270
                   1                    0     3.83883193703708                    0                    0                  270
                   1                    0     3.84515448552593                    0                    0                  270
                   1                    0     3.85155183401022                    0                    0                  270
                   1                    0     3.85802064728761                    0                    0                  270
                   1                    0     3.86455759015572                    0                    0                  270
                   1                    0     3.87115932741221                    0                    0                  270
                   1                    0     3.87782252385471                    0                    0                  270
                   1                    0     3.88454384428086                    0                    0                  270
                   1                    0     3.89131995348831                    0                    0                  270
                   1                    0     3.89814751627469                    0                    0                  270
                   1                    0     3.90502319743764                    0                    0                  270
                   1                    0     3.91194366177481                    0                    0                  270
                   1                    0     3.91890557408383                    0                    0                  270
                   1                    0     3.92590559916234                    0                    0                  270
                   1                    0     3.93294040180799                    0                    0                  270
                   1                    0     3.94000664681841                    0                    0                  270
                   1                    0     3.94710099899125                    0                    0                  270
                   1                    0     3.95422012312415                    0                    0                  270
                   1                    0     3.96136068401474                    0                    0                  270
                   1                    0     3.96851934646067                    0                    0                  270
                   1                    0     3.97569277525957                    0                    0                  270
                   1                    0     3.98287763520909                    0                    0                  270
                   1                    0     3.99007059110687                    0                    0                  270
                   1                    0     3.99726830775055                    0                    0                  270
                   1                    0     4.00446744993776                    0                    0                  270
                   1                    0     4.01166468246616                    0                    0                  270
                   1                    0     4.01885667013337                    0                    0                  270
                   1                    0     4.02604007773704                    0                    0                  270
                   1                    0     4.03321157007481                    0                    0                  270
                   1                    0     4.04036781194432                    0                    0                  270
                   1                    0     4.04750546814321                    0                    0                  270
                   1                    0     4.05462120346913                    0                    0                  270
                   1                    0      4.0617116827197                    0                    0                  270
                   1                    0     4.06877357069257                    0                    0                  270
                   1                    0     4.07580353218539                    0                    0                  270
                   1                    0     4.08279823199579                    0                    0                  270
                   1                    0     4.08975433492141                    0                    0                  270
                   1                    0     4.09666850575989                    0                    0                  270
                   1                    0     4.10353740930888                    0                    0                  270
                   1                    0     4.11035771036601                    0                    0                  270
                   1                    0     4.11712607372892                    0                    0                  270
                   1                    0     4.12383916419526                    0                    0                  270
                   1                    0     4.13049364656266                    0                    0                  270
                   1                    0     4.13708618562876                    0                    0                  270
                   1                    0     4.14361344619122                    0                    0                  270
                   1                    0     4.15007209304765                    0                    0                  270
                   1                    0     4.15645879099571                    0                    0                  270
                   1                    0     4.16277020483304                    0                    0                  270
                   1                    0     4.16900299935728                    0                    0                  270
                   1                    0     4.17515383936606                    0                    0                  270
                   1                    0     4.18121938965703                    0                    0                  270
                   1                    0     4.18719631502783                    0                    0                  270
                   1                    0     4.19308128027609                    0                    0                  270
                   1                    0     4.19887095019946                    0                    0                  270
                   1                    0     4.20456198959558                    0                    0                  270
                   1                    0     4.21015106326209                    0                    0                  270
                   1                    0     4.21563483599663                    0                    0                  270
                   1                    0     4.22100997259684                    0                    0                  270
                   1                    0     4.22627313786036                    0                    0                  270
                   1                    0     4.23142099658483                    0                    0                  270
                   1                    0     4.23645021356789                    0                    0                  270
                   1                    0     4.24135745360718                    0                    0                  270
                   1                    0     4.24613938150034                    0                    0                  270
                   1                    0     4.25079266204501                    0                    0                  270
                   1                    0     4.25531396003884                    0                    0                  270
                   1                    0     4.25969994027946                    0                    0                  270
                   1                    0     4.26394726756451                    0                    0                  270
                   1                    0     4.26805260669163                    0                    0                  270
                   1                    0     4.27201262245847                    0                    0                  270
                   1                    0     4.27582397966266                    0                    0                  270
                   1                    0     4.27948334310184                    0                    0                  270
                   1                    0     4.28298737757366                    0                    0                  270
                   1                    0     4.28633274787576                    0                    0                  270
                   1                    0     4.28951611880576                    0                    0                  270
                   1                    0     4.29253415516133                    0                    0                  270
                   1                    0     4.29538352174009                    0                    0                  270
                   1                    0     4.29806088333968                    0                    0                  270
                   1                    0     4.30056290475776                    0                    0                  270
                   1                    0     4.30288625079195                    0                    0                  270
                   1                    0     4.30502758623989                    0                    0                  270
                   1                    0     4.30698357589924                    0                    0                  270
                   1                    0     4.30875088456762                    0                    0                  270
                   1                    0     4.31032617704268                    0                    0                  270
                   1                    0     4.31170611812206                    0                    0                  270
                   1                    0      4.3128873726034                    0                    0                  270
                   1                    0     4.31386660528433                    0                    0                  270
                   1                    0     4.31464048096251                    0                    0                  270
                   1                    0     4.31520566443556                    0                    0                  270
                   1                    0     4.31555882050114                    0                    0                  270
                   1                    0     4.31569661395688                    0                    0                  270
                   1                    0     4.31561570960042                    0                    0                  270
                   1                    0      4.3153127722294                    0                    0                  270
                   1                    0     4.31478446664146                    0                    0                  270
                   1                    0     4.31402745763424                    0                    0                  270
                   1                    0     4.31303841000538                    0                    0                  270
                   1                    0     4.31181398855253                    0                    0                  270
                   1                    0     4.31035085807332                    0                    0                  270
                   1                    0      4.3086456833654                    0                    0                  270
                   1                    0      4.3066951292264                    0                    0                  270
                   1                    0     4.30449586045396                    0                    0                  270
                   1                    0     4.30204454184573                    0                    0                  270
                   1                    0     4.29933783819934                    0                    0                  270
                   1                    0     4.29637241431243                    0                    0                  270
                   1                    0     4.29314493498265                    0                    0                  270
                   1                    0     4.28965206500764                    0                    0                  270
                   1                    0     4.28589046918504                    0                    0                  270
                   1                    0     4.28185681231248                    0                    0                  270
                   1                    0      4.2775477591876                    0                    0                  270
                   1                    0     4.27295997460806                    0                    0                  270
                   1                    0     4.26809012337148                    0                    0                  270
                   1                    0     4.26293487027551                    0                    0                  270
                   1                    0     4.25749088011779                    0                    0                  270
                   1                    0     4.25175481769595                    0                    0                  270
                   1                    0     4.24572334780765                    0                    0                  270
                   1                    0     4.23939313525051                    0                    0                  270
                   1                    0     4.23276084482219                    0                    0                  270
                   1                    0     4.22582314132031                    0                    0                  270
                   1                    0     4.21857668954252                    0                    0                  270
                   1                    0     4.21101815428647                    0                    0                  270
                   1                    0     4.20314420034978                    0                    0                  270
                   1                    0     4.19495149253011                    0                    0                  270
                   1                    0     4.18643669562509                    0                    0                  270
                   1                    0     4.17759647443236                    0                    0                  270
                   1                    0     4.16842749374956                    0                    0                  270
                   1                    0     4.15892641837434                    0                    0                  270
                   1                    0     4.14908991310433                    0                    0                  270
                   1                    0     4.13891464273717                    0                    0                  270
                   1                    0     4.12839727207051                    0                    0                  270
                   1                    0     4.11753446590198                    0                    0                  270
                   1                    0     4.10632288902922                    0                    0                  270
                   1                    0     4.09475920624988                    0                    0                  270
                   1                    0     4.08284008236159                    0                    0                  270
                   1                    0       4.070562182162                    0                    0                  270
                   1                    0     4.05792217044875                    0                    0                  270
                   1                    0     4.04491671201947                    0                    0                  270
                   1                    0     4.03154247167181                    0                    0                  270
                   1                    0      4.0177961142034                    0                    0                  270
                   1                    0     4.00367430441189                    0                    0                  270
                   1                    0     3.98917370709492                    0                    0                  270
                   1                    0     3.97429098705013                    0                    0                  270
                   1                    0     3.95902280907516                    0                    0                  270
                   1                    0     3.94336583796764                    0                    0                  270
                   1                    0     3.92731673852522                    0                    0                  270
                   1                    0     3.91087217554555                    0                    0                  270
                   1                    0     3.89402881382625                    0                    0                  270
                   1                    0     3.87678331816497                    0                    0                  270
                   1                    0     3.85913235335935                    0                    0                  270
                   1                    0     3.84107258420703                    0                    0                  270
                   1                    0     3.82260067550566                    0                    0                  270
                   1                    0     3.80371329205286                    0                    0                  270
                   1                    0     3.78440709864629                    0                    0                  270
                   1                    0     3.76467876008358                    0                    0                  270
                   1                    0     3.74452494116237                    0                    0                  270
                   1                    0      3.7239423066803                    0                    0                  270
                   1                    0     3.70292752143502                    0                    0                  270
                   1                    0     3.68147725022416                    0                    0                  270
                   1                    0     3.62446505528156                    0                    0                  270
                   1                    0     3.49965626995447                    0                    0                  270
                   1                    0     3.32876484172487                    0                    0                  270
                   1                    0     3.13371982542165                    0                    0                  270
                   1                    0      2.9364502758737                    0                    0                  270
                   1                    0     2.75888524790991                    0                    0                  270
                   1                    0     2.62295379635917                    0                    0                  270
                   1                    0     2.55058497605037                    0                    0                  270
                   1                    0     2.56370784181239                    0                    0                  270
                   1                    0     2.68425144847413                    0                    0                  270
                   1                    0     3.24834069039103                    0                    0                  270
                   1                    0     3.26316442425977                    0                    0                  270
                   1                    0     2.88876362666729                    0                    0                  270
                   1                    0     1.39866211004585                    0                    0                  270
  0.0259722312583222                    0  0.00132547319710508                    0                    0                  270
                   0                    0                    0                    0                    0                  270
