#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     57.6865982171725                2.148                    0                    0                  270
                   0                    0    0.754889188728293                    0                    0                  270
    59.5741625745081     6.43807824112168    0.754889188728293                    0                    0                  270
    109.103493864064     6.49349749946432     8.90474594489421                    0     1.86249668236113                  270
    48.3348819118753     3.69269742852882     6.41943897637551                    0                    0                  270
                   1                    0     6.38097536182655                    0                    0                  270
                   1                    0     6.06218130162248                    0                    0                  270
                   1                    0      5.3962644803604                    0                    0                  270
                   1                    0     4.06269854441912                    0                    0                  270
                   1                    0     4.05155147721411                    0                    0                  270
                   1                    0     4.04345265070022                    0                    0                  270
                   1                    0     4.03613703832519                    0                    0                  270
                   1                    0     4.02958439384943                    0                    0                  270
                   1                    0      4.0237744710333                    0                    0                  270
                   1                    0     4.01868702363719                    0                    0                  270
                   1                    0     4.01430180542148                    0                    0                  270
                   1                    0     4.01059857014655                    0                    0                  270
                   1                    0      4.0075570715728                    0                    0                  270
                   1                    0      4.0051570634606                    0                    0                  270
                   1                    0     4.00337829957033                    0                    0                  270
                   1                    0     4.00220053366238                    0                    0                  270
                   1                    0     4.00160351949712                    0                    0                  270
                   1                    0     4.00156701083495                    0                    0                  270
                   1                    0     4.00207076143625                    0                    0                  270
                   1                    0     4.00309452506139                    0                    0                  270
                   1                    0     4.00461805547076                    0                    0                  270
                   1                    0     4.00662110642474                    0                    0                  270
                   1                    0     4.00908343168372                    0                    0                  270
                   1                    0     4.01198478500808                    0                    0                  270
                   1                    0      4.0153049201582                    0                    0                  270
                   1                    0     4.01902359089447                    0                    0                  270
                   1                    0     4.02312055097726                    0                    0                  270
                   1                    0     4.02757555416696                    0                    0                  270
                   1                    0     4.03236835422395                    0                    0                  270
                   1                    0     4.03747870490862                    0                    0                  270
                   1                    0     4.04288635998134                    0                    0                  270
                   1                    0      4.0485710732025                    0                    0                  270
                   1                    0     4.05451259833249                    0                    0                  270
                   1                    0     4.06069068913169                    0                    0                  270
                   1                    0     4.06708509936047                    0                    0                  270
                   1                    0     4.07367558277922                    0                    0                  270
                   1                    0     4.08044189314833                    0                    0                  270
                   1                    0     4.08736378422817                    0                    0                  270
                   1                    0     4.09442100977914                    0                    0                  270
                   1                    0     4.10159332356161                    0                    0                  270
                   1                    0     4.10886047933596                    0                    0                  270
                   1                    0     4.11620223086258                    0                    0                  270
                   1                    0     4.12359833190184                    0                    0                  270
                   1                    0     4.13102853621415                    0                    0                  270
                   1                    0     4.13847259755987                    0                    0                  270
                   1                    0     4.14591026969938                    0                    0                  270
                   1                    0     4.15332130639308                    0                    0                  270
                   1                    0     4.16068546140135                    0                    0                  270
                   1                    0     4.16798248848456                    0                    0                  270
                   1                    0      4.1751921414031                    0                    0                  270
                   1                    0     4.18229417391735                    0                    0                  270
                   1                    0     4.18926833978769                    0                    0                  270
                   1                    0     4.19609439277452                    0                    0                  270
                   1                    0      4.2027520866382                    0                    0                  270
                   1                    0     4.20922117513913                    0                    0                  270
                   1                    0     4.21548141203769                    0                    0                  270
                   1                    0     4.22151255109425                    0                    0                  270
                   1                    0     4.22729434606921                    0                    0                  270
                   1                    0     4.23280655072294                    0                    0                  270
                   1                    0     4.23802891881582                    0                    0                  270
                   1                    0     4.24294120410825                    0                    0                  270
                   1                    0      4.2475231603606                    0                    0                  270
                   1                    0     4.25175454133325                    0                    0                  270
                   1                    0     4.25561510078659                    0                    0                  270
                   1                    0     4.25908459248101                    0                    0                  270
                   1                    0     4.26214277017687                    0                    0                  270
                   1                    0     4.26476938763457                    0                    0                  270
                   1                    0      4.2669441986145                    0                    0                  270
                   1                    0     4.26864695687702                    0                    0                  270
                   1                    0     4.26985741618253                    0                    0                  270
                   1                    0      4.2705553302914                    0                    0                  270
                   1                    0      4.2707201426505                    0                    0                  270
                   1                    0     4.26820365971487                    0                    0                  270
                   1                    0     4.26114991871383                    0                    0                  270
                   1                    0     4.24982432726146                    0                    0                  270
                   1                    0     4.23449229297183                    0                    0                  270
                   1                    0     4.21541922345902                    0                    0                  270
                   1                    0     4.19287052633709                    0                    0                  270
                   1                    0     4.16711160922014                    0                    0                  270
                   1                    0     4.13840787972222                    0                    0                  270
                   1                    0     4.10702474545742                    0                    0                  270
                   1                    0     4.05946835123596                    0                    0                  270
                   1                    0     4.06650225499079                    0                    0                  270
   0.672946063158008                    0     4.10705928744931                    0                    0                  270
    241.428771513558     7.08117711133324     4.43716899411741                    0                    0                  270
                   0                    0                    0                    0                    0                  270
