#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     49.1055848053613                2.071                    0                    0                  270
                   0                    0     2.02933193450798                    0                    0                  270
    120.898484770801     6.34343069748825     2.02933193450798                    0                    0                  270
    108.951397874437     7.68582601138213     8.70328189899215                    0     1.63173409195997                  270
    49.7044554067015    0.616845730389802     6.44681479137209                    0                    0                  270
     14.262763002099     3.01030828031939     2.61633067085726                    0                    0                  270
    15.3046345180781     2.95092735646168     4.36392054522942                    0                    0                  270
    15.5119810191375     2.77900681215796     2.62864421708659                    0                    0                  270
    17.0379251237891     5.37142587878975     3.62755762960637                    0                    0                  270
    213.706742988834    0.975056132793308     3.20908645297916                    0                    0                  270
    47.8321177507694     13.0823990066486     3.37586876048486                    0                    0                  270
                   0                    0                    0                    0                    0                  270
