#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     32.2784315948806                2.071                    0                    0                  270
                   0                    0     1.06600391989933                    0                    0                  270
    89.6550006766825     5.75959451358079     1.06600391989933                    0                    0                  270
    109.033042738754     7.44998189885078     9.00658544929689                    0     1.91626334399419                  270
     51.011973154106    0.494868521717132     6.49292894133893                    0                    0                  270
    10.0622820892842     3.03417822628626     2.41519086373136                    0                    0                  270
    19.9793911816683      1.6886715373986     3.96306167226533                    0                    0                  270
    5.02401799279056    0.888491205467581     2.71123636633933                    0                    0                  270
     109.16465398018     53.5334250943421     3.69968781634105                    0                    0                  270
    139.312194244418     9.56953494896879     4.11322888322695                    0                    0                  270
                   0                    0                    0                    0                    0                  270
