#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0       56.44348271778                2.148                    0                    0                  270
                   0                    0     3.00616471370029                    0                    0                  270
    34.1831422209908     2.22024683551935     3.00616471370029                    0                    0                  270
    108.865146814309     9.70908640266879     9.42721258255952                    0     1.89909490355035                  270
    47.6271274760074   0.0216786035683834     6.26213486157882                    0                    0                  270
                   1                    0     5.68366693775911                    0                    0                  270
                   1                    0     3.39886261859405                    0                    0                  270
                   1                    0     3.14712222018369                    0                    0                  270
                   1                    0     3.14218121816116                    0                    0                  270
                   1                    0     3.13733193479333                    0                    0                  270
                   1                    0     3.13257831644425                    0                    0                  270
                   1                    0     3.12792430947798                    0                    0                  270
                   1                    0      3.1233738602586                    0                    0                  270
                   1                    0     3.11893091515014                    0                    0                  270
                   1                    0     3.11459942051669                    0                    0                  270
                   1                    0     3.11038332272229                    0                    0                  270
                   1                    0     3.10628656813101                    0                    0                  270
                   1                    0     3.10231310310691                    0                    0                  270
                   1                    0     3.09846687401404                    0                    0                  270
                   1                    0     3.09475182721648                    0                    0                  270
                   1                    0     3.09117190907827                    0                    0                  270
                   1                    0     3.08773106596348                    0                    0                  270
                   1                    0     3.08443324423617                    0                    0                  270
                   1                    0     3.08128239026039                    0                    0                  270
                   1                    0     3.07828245040022                    0                    0                  270
                   1                    0     3.07543737101971                    0                    0                  270
                   1                    0     3.07275109848292                    0                    0                  270
                   1                    0      3.0702275791539                    0                    0                  270
                   1                    0     3.06787075939673                    0                    0                  270
                   1                    0     3.06568458557546                    0                    0                  270
                   1                    0     3.06367300405415                    0                    0                  270
                   1                    0     3.06183996119686                    0                    0                  270
                   1                    0     3.06018940336765                    0                    0                  270
                   1                    0     3.05872527693059                    0                    0                  270
                   1                    0     3.05745152824972                    0                    0                  270
                   1                    0     3.05637210368912                    0                    0                  270
                   1                    0     3.05549094961284                    0                    0                  270
                   1                    0     3.05481201238494                    0                    0                  270
                   1                    0     3.05433923836949                    0                    0                  270
                   1                    0     3.05407657393054                    0                    0                  270
                   1                    0     3.05402796543216                    0                    0                  270
                   1                    0     3.05419735923839                    0                    0                  270
                   1                    0     3.05458870171332                    0                    0                  270
                   1                    0     3.05520593922098                    0                    0                  270
                   1                    0     3.05605301812545                    0                    0                  270
                   1                    0     3.05713388479079                    0                    0                  270
                   1                    0     3.05845248558105                    0                    0                  270
                   1                    0      3.0600127668603                    0                    0                  270
                   1                    0     3.06181867499259                    0                    0                  270
                   1                    0     3.06387415634199                    0                    0                  270
                   1                    0     3.06618315727256                    0                    0                  270
                   1                    0     3.58443202061579                    0                    0                  270
                   1                    0      3.6151022424331                    0                    0                  270
                   1                    0      3.6159716485957                    0                    0                  270
                   1                    0     3.61697910209984                    0                    0                  270
                   1                    0     3.61812271453319                    0                    0                  270
                   1                    0     3.61940059748344                    0                    0                  270
                   1                    0     3.62081086253824                    0                    0                  270
                   1                    0     3.62235162128529                    0                    0                  270
                   1                    0     3.62402098531225                    0                    0                  270
                   1                    0     3.62581706620679                    0                    0                  270
                   1                    0     3.62773797555659                    0                    0                  270
                   1                    0     3.62978182494932                    0                    0                  270
                   1                    0     3.63194672597266                    0                    0                  270
                   1                    0     3.63423079021428                    0                    0                  270
                   1                    0     3.63663212926185                    0                    0                  270
                   1                    0     3.63914885470304                    0                    0                  270
                   1                    0     3.64177907812554                    0                    0                  270
                   1                    0     3.64452091111702                    0                    0                  270
                   1                    0     3.64737246526514                    0                    0                  270
                   1                    0     3.65033185215758                    0                    0                  270
                   1                    0     3.65339718338202                    0                    0                  270
                   1                    0     3.65656657052613                    0                    0                  270
                   1                    0     3.65983812517758                    0                    0                  270
                   1                    0     3.66320995892404                    0                    0                  270
                   1                    0      3.6666801833532                    0                    0                  270
                   1                    0     3.67024691005272                    0                    0                  270
                   1                    0     3.67390825061028                    0                    0                  270
                   1                    0     3.67766231661355                    0                    0                  270
                   1                    0     3.68150721965021                    0                    0                  270
                   1                    0     3.68544107130793                    0                    0                  270
                   1                    0     3.68946198317438                    0                    0                  270
                   1                    0     3.69356806683723                    0                    0                  270
                   1                    0     3.69775743388417                    0                    0                  270
                   1                    0     3.70202819590286                    0                    0                  270
                   1                    0     3.70637846448097                    0                    0                  270
                   1                    0     3.71080635120619                    0                    0                  270
                   1                    0     3.71530996766618                    0                    0                  270
                   1                    0     3.71988742544862                    0                    0                  270
                   1                    0     3.72453683614119                    0                    0                  270
                   1                    0     3.72925631133155                    0                    0                  270
                   1                    0     3.73404396260738                    0                    0                  270
                   1                    0     3.73889790155635                    0                    0                  270
                   1                    0     3.74381623976614                    0                    0                  270
                   1                    0     3.74879708882443                    0                    0                  270
                   1                    0     3.75383856031887                    0                    0                  270
                   1                    0     3.75893876583716                    0                    0                  270
                   1                    0     3.76409581696696                    0                    0                  270
                   1                    0     3.76930782529594                    0                    0                  270
                   1                    0     3.77457290241178                    0                    0                  270
                   1                    0     3.77988915990216                    0                    0                  270
                   1                    0     3.78525470935474                    0                    0                  270
                   1                    0     3.79066766235721                    0                    0                  270
                   1                    0     3.79612613049722                    0                    0                  270
                   1                    0     3.80162822536247                    0                    0                  270
                   1                    0     3.80717205854062                    0                    0                  270
                   1                    0     3.81275574161934                    0                    0                  270
                   1                    0     3.81837738618632                    0                    0                  270
                   1                    0     3.82403510382922                    0                    0                  270
                   1                    0     3.82972700613571                    0                    0                  270
                   1                    0     3.83545120469347                    0                    0                  270
                   1                    0     3.84120581109018                    0                    0                  270
                   1                    0     3.84698893691351                    0                    0                  270
                   1                    0     3.85279869375112                    0                    0                  270
                   1                    0     3.85863319319071                    0                    0                  270
                   1                    0     3.86449054681993                    0                    0                  270
