#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     37.7369685917824                2.148                    0                    0                  270
                   0                    0      3.0255578483367                    0                    0                  270
    25.0725792224559     4.22598913586955      3.0255578483367                    0                    0                  270
    108.251244217875      7.9093899217681     9.24127308290383                    0     1.83643415229853                  270
    46.6607643304721    0.311291837201545     5.79216431111226                    0                    0                  270
                   1                    0     5.77276440507644                    0                    0                  270
                   1                    0     5.63132895112471                    0                    0                  270
                   1                    0     5.38363218429911                    0                    0                  270
                   1                    0     5.06637755615918                    0                    0                  270
                   1                    0     4.71626851826445                    0                    0                  270
                   1                    0     4.37000852217444                    0                    0                  270
                   1                    0     4.06430101944869                    0                    0                  270
                   1                    0     3.83584946164671                    0                    0                  270
                   1                    0     3.72135730032804                    0                    0                  270
                   1                    0     3.69237728880789                    0                    0                  270
                   1                    0     3.66685394679847                    0                    0                  270
                   1                    0      3.6438822436114                    0                    0                  270
                   1                    0     3.62339349192539                    0                    0                  270
                   1                    0     3.60531900441915                    0                    0                  270
                   1                    0      3.5895900937714                    0                    0                  270
                   1                    0     3.57613807266085                    0                    0                  270
                   1                    0     3.56489425376621                    0                    0                  270
                   1                    0     3.55578994976621                    0                    0                  270
                   1                    0     3.54875647333954                    0                    0                  270
                   1                    0     3.54372513716493                    0                    0                  270
                   1                    0     3.54062725392109                    0                    0                  270
                   1                    0     3.53939413628673                    0                    0                  270
                   1                    0     3.53995709694056                    0                    0                  270
                   1                    0      3.5422474485613                    0                    0                  270
                   1                    0     3.54619650382766                    0                    0                  270
                   1                    0     3.55173557541836                    0                    0                  270
                   1                    0     3.55879597601211                    0                    0                  270
                   1                    0     3.56730901828762                    0                    0                  270
                   1                    0      3.5772060149236                    0                    0                  270
                   1                    0     3.58841827859877                    0                    0                  270
                   1                    0     3.60087712199185                    0                    0                  270
                   1                    0     3.61451385778154                    0                    0                  270
                   1                    0     3.62925979864656                    0                    0                  270
                   1                    0     3.64504625726562                    0                    0                  270
                   1                    0     3.66180454631744                    0                    0                  270
                   1                    0     3.67946597848072                    0                    0                  270
                   1                    0     3.69796186643419                    0                    0                  270
                   1                    0     3.71722352285656                    0                    0                  270
                   1                    0     3.73718226042653                    0                    0                  270
                   1                    0     3.75776939182283                    0                    0                  270
                   1                    0     3.77891622972416                    0                    0                  270
                   1                    0     3.80055408680924                    0                    0                  270
                   1                    0     3.82261427575679                    0                    0                  270
                   1                    0     3.84502810924551                    0                    0                  270
                   1                    0     3.86772689995412                    0                    0                  270
                   1                    0     3.89064196056134                    0                    0                  270
                   1                    0     3.91370460374587                    0                    0                  270
                   1                    0     3.93684614218643                    0                    0                  270
                   1                    0     3.95999788856174                    0                    0                  270
                   1                    0      3.9830911555505                    0                    0                  270
                   1                    0     4.00605725583143                    0                    0                  270
                   1                    0     4.02882750208325                    0                    0                  270
                   1                    0     4.05133320698466                    0                    0                  270
                   1                    0     4.07350568321438                    0                    0                  270
                   1                    0     4.09527624345113                    0                    0                  270
                   1                    0     4.11657620037362                    0                    0                  270
                   1                    0     4.13733686666055                    0                    0                  270
                   1                    0     4.15748955499065                    0                    0                  270
                   1                    0     4.17696557804263                    0                    0                  270
                   1                    0      4.1956962484952                    0                    0                  270
                   1                    0     4.21361287902707                    0                    0                  270
                   1                    0     4.23064678231696                    0                    0                  270
                   1                    0     4.24672927104358                    0                    0                  270
                   1                    0     4.26179165788565                    0                    0                  270
                   1                    0     4.27576525552187                    0                    0                  270
                   1                    0     4.28858137663097                    0                    0                  270
                   1                    0     4.30017133389165                    0                    0                  270
                   1                    0     4.31046643998263                    0                    0                  270
                   1                    0     4.31939800758262                    0                    0                  270
                   1                    0     4.32689734937034                    0                    0                  270
                   1                    0     4.33289577802449                    0                    0                  270
                   1                    0     4.33732460622379                    0                    0                  270
                   1                    0     4.34012292913541                    0                    0                  270
                   1                    0     4.34235266675814                    0                    0                  270
                   1                    0     4.34479661949682                    0                    0                  270
                   1                    0     4.34745137297264                    0                    0                  270
                   1                    0      4.3503135128068                    0                    0                  270
                   1                    0     4.35337962462049                    0                    0                  270
                   1                    0     4.35664629403492                    0                    0                  270
                   1                    0     4.36011010667127                    0                    0                  270
                   1                    0     4.36376764815074                    0                    0                  270
                   1                    0     4.36761550409452                    0                    0                  270
                   1                    0     4.37165026012382                    0                    0                  270
                   1                    0     4.37586850185983                    0                    0                  270
                   1                    0     4.38026681492374                    0                    0                  270
                   1                    0     4.38484178493675                    0                    0                  270
                   1                    0     4.38958999752005                    0                    0                  270
                   1                    0     4.39450803829484                    0                    0                  270
                   1                    0     4.39959249288232                    0                    0                  270
                   1                    0     4.40483994690368                    0                    0                  270
                   1                    0     4.41024698598012                    0                    0                  270
                   1                    0     4.41581019573283                    0                    0                  270
                   1                    0       4.421526161783                    0                    0                  270
                   1                    0     4.42739146975184                    0                    0                  270
                   1                    0     4.43340270526054                    0                    0                  270
                   1                    0      4.4395564539303                    0                    0                  270
                   1                    0      4.4458493013823                    0                    0                  270
                   1                    0     4.45227783323775                    0                    0                  270
