#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     11.1033933828655                20.07                0.458
    30.1306612648659     14.1202306089919      22.219044386793      3.4592142391886
    30.7047631704251     3.27617596090079     33.3308835815181     7.86667118968551
    107.896677929707     6.68895057516883     67.2521379206285    0.686992296107414
    49.5812906269249     3.65924214910066     134.701832161605     8.45049978415023
                   0                    0                    0                    0
