#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     29.3223506437458                2.071                    0                    0                  270
                   0                    0     1.13056685972984                    0                    0                  270
    87.6259088723525     5.62663703965924     1.13056685972984                    0                    0                  270
    109.149837577409     7.24990540543373     9.02468519284881                    0      1.9106443963204                  270
    50.6839854266195     1.00136873041451     6.52911830108825                    0                    0                  270
    11.0109526724757     1.64344930240988     2.58963461537468                    0                    0                  270
    17.9946306201339     3.05584571389828     3.99151482016762                    0                    0                  270
    10.6391120938454     2.03706043286966     3.13397796198311                    0                    0                  270
    8.63771742905044      3.5265724544599     3.94495778089745                    0                    0                  270
    103.063401083751     53.3286453177283     3.67572088548905                    0                    0                  270
    132.564348015706     9.75742858945028     4.15566185005653                    0                    0                  270
                   0                    0                    0                    0                    0                  270
