#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     47.2274250268906                2.071                    0                    0                  270
                   0                    0    0.800020571374794                    0                    0                  270
    83.0245981331945     6.24672450412387    0.800020571374794                    0                    0                  270
    108.841926776228     7.10993986080719     8.86853202447641                    0      1.9169393711948                  270
    52.3975532287173    0.398117861525565     6.38734886309772                    0                    0                  270
    5.49195560419977     2.95677901199053     3.36112156377844                    0                    0                  270
    29.8424112609476     13.2824972860569     3.96209839631461                    0                    0                  270
    29.9467106272294     13.5309921910271     4.27256947789952                    0                    0                  270
    29.0627605449376     15.8730033770985     4.23440998104348                    0                    0                  270
    10.1836653366598     5.53826086771459     4.45770301747365                    0                    0                  270
    216.587960960011     7.70545068446693     4.47093916726908                    0                    0                  270
                   0                    0                    0                    0                    0                  270
