#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     17.6330904364669                20.07               -0.458
     31.053621806136     3.29594071539507     31.1105515179758     6.82075466752607
    108.057132131314     6.58793312728949     66.4174700799252     2.73412040967103
    49.5496040183636     3.69347072962098     132.636531169338     11.9139841790436
                   0                    0                    0                    0
