#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0    0.252199288416394                2.074                    0                    0                  270
    28.9267919073949     2.42325136107588     2.49968431863656                    0                    0                  270
     107.80595749077     9.63581082117223     8.73865716017542                    0     1.62224211911677                  270
    57.4246774615933     8.73918935544376     6.35605067664671                    0                    0                  270
    5.38219901870923     2.28829423809917   -0.913678994897728                    0                    0                  270
    310.655245723927     12.3773725661735     3.22101322114653                    0                    0                  270
                   0                    0                    0                    0                    0                  270
                   0                    0                    0                    0                    0                  270
