#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     31.3317435430154                2.071                    0                    0                  270
                   0                    0     1.01924708813559                    0                    0                  270
    89.3551023460094     5.74844111374785     1.01924708813559                    0                    0                  270
    109.139295400213     7.54768435664329     8.99002734710104                    0     1.91613230513462                  270
    51.4794757164082    0.596665925575139     6.49992065442384                    0                    0                  270
    8.14986871292922     3.92061134429544     1.83496331854515                    0                    0                  270
    18.9586535654529     5.48018074361819       4.096629479437                    0                    0                  270
    13.9491372368732    0.751238596184773      3.2282539745607                    0                    0                  270
     5.3001558435875      1.9251493919799      4.2284069659501                    0                    0                  270
    94.8034666980675     48.8537534606599     3.67589063749071                    0                    0                  270
    142.102786470752     9.77768915542788     4.11171861593548                    0                    0                  270
                   0                    0                    0                    0                    0                  270
