#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     49.3669858980717     2.14107773671666                    0                    0                  270
                   0                    0     1.67040937213342                    0                    0                  270
    27.2864877305189     5.55879915588112     1.67040937213342                    0                    0                  270
    107.882008484898     6.66979469655702     9.23625829602742                    0     1.89534281210649                  270
    49.0086892722906    0.707202037194729     6.48048819248597                    0                    0                  270
                   1                    0     6.43202539542636                    0                    0                  270
                   1                    0     6.07932336348139                    0                    0                  270
                   1                    0     5.46336462450622                    0                    0                  270
                   1                    0     4.67748343058587                    0                    0                  270
                   1                    0      3.8150140338053                    0                    0                  270
                   1                    0     2.96929068624953                    0                    0                  270
                   1                    0     2.23364764000354                    0                    0                  270
                   1                    0     1.70141914715233                    0                    0                  270
                   1                    0     1.44312305395427                    0                    0                  270
                   1                    0     1.12551782312927                    0                    0                  270
                   1                    0     3.08545153638311                    0                    0                  270
                   1                    0     3.66475521381649                    0                    0                  270
                   1                    0     3.71242676588462                    0                    0                  270
                   1                    0     3.74921959902943                    0                    0                  270
                   1                    0     3.77577350432322                    0                    0                  270
                   1                    0     3.79272827283829                    0                    0                  270
                   1                    0     3.80072369564696                    0                    0                  270
                   1                    0     3.80039956382153                    0                    0                  270
                   1                    0     3.79239566843431                    0                    0                  270
                   1                    0      3.7773518005576                    0                    0                  270
                   1                    0     3.75590775126372                    0                    0                  270
                   1                    0     3.72870331162497                    0                    0                  270
                   1                    0     3.69637827271365                    0                    0                  270
                   1                    0     3.65957242560208                    0                    0                  270
                   1                    0     3.61892556136257                    0                    0                  270
                   1                    0     3.57507747106741                    0                    0                  270
                   1                    0     3.52866794578892                    0                    0                  270
                   1                    0      3.4803367765994                    0                    0                  270
                   1                    0     3.43072375457117                    0                    0                  270
                   1                    0     3.38046867077653                    0                    0                  270
                   1                    0     3.33021131628778                    0                    0                  270
                   1                    0     3.28059148217723                    0                    0                  270
                   1                    0      3.2322489595172                    0                    0                  270
                   1                    0     3.18582353937999                    0                    0                  270
                   1                    0      3.1419550128379                    0                    0                  270
                   1                    0     3.10128317096325                    0                    0                  270
                   1                    0     3.06444780482833                    0                    0                  270
                   1                    0     3.03208870550547                    0                    0                  270
                   1                    0     3.00484566406696                    0                    0                  270
                   1                    0     2.98335847158511                    0                    0                  270
                   1                    0     2.96826691913223                    0                    0                  270
                   1                    0     2.96021079778063                    0                    0                  270
                   1                    0     2.95982989860262                    0                    0                  270
                   1                    0     3.18361430221975                    0                    0                  270
                   1                    0     3.28952916165418                    0                    0                  270
                   1                    0      3.3557348681055                    0                    0                  270
                   1                    0     3.41136942902615                    0                    0                  270
                   1                    0      3.4573782915863                    0                    0                  270
                   1                    0     3.49470690295617                    0                    0                  270
                   1                    0     3.52430071030594                    0                    0                  270
                   1                    0     3.54710516080581                    0                    0                  270
                   1                    0     3.56406570162597                    0                    0                  270
                   1                    0     3.57612777993662                    0                    0                  270
                   1                    0     3.58423684290796                    0                    0                  270
                   1                    0     3.58933833771018                    0                    0                  270
                   1                    0     3.59237771151348                    0                    0                  270
                   1                    0     3.59430041148804                    0                    0                  270
                   1                    0     3.59561488295225                    0                    0                  270
                   1                    0     3.58996674756788                    0                    0                  270
                   1                    0     3.57672965100717                    0                    0                  270
                   1                    0     3.55819724321747                    0                    0                  270
                   1                    0     3.53666317414614                    0                    0                  270
                   1                    0     3.51442109374052                    0                    0                  270
                   1                    0     3.49376465194797                    0                    0                  270
                   1                    0     3.47698749871585                    0                    0                  270
                   1                    0     3.46638328399152                    0                    0                  270
                   1                    0     3.46424565772232                    0                    0                  270
                   1                    0     3.47286826985562                    0                    0                  270
                   1                    0     3.49720137509457                    0                    0                  270
                   1                    0     3.80804043298609                    0                    0                  270
   0.502673640169775                    0     4.05257384143259                    0                    0                  270
    218.632433710823     9.19631821778133     4.07512564231488                    0                    0                  270
                   0                    0                    0                    0                    0                  270
