#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     35.8811016597373                2.071                    0                    0                  270
                   0                    0     2.05913162900544                    0                    0                  270
    94.5033271367537     5.53722387598166     2.05913162900544                    0                    0                  270
    108.659050769098     8.45193793821016     8.71486567603339                    0     1.62935879711037                  270
    49.3055249965365   0.0367517009465565     6.45656129855745                    0                    0                  270
    17.3819875283369     1.61643605879105     3.08120161430631                    0                    0                  270
     8.1794863367553     4.08033110737329     4.86992531972833                    0                    0                  270
    26.3686627339469     1.31016990380513     3.07869506833714                    0                    0                  270
    6.55710284959372     1.31142056991874     4.07247722135783                    0                    0                  270
     265.98147271306     12.6044399083936     3.23772254811285                    0                    0                  270
                   0                    0                    0                    0                    0                  270
