#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0     74.2119372208306                2.071                    0                    0                  270
                   0                    0     1.98307749338434                    0                    0                  270
    98.8691382176883     6.33153108175274     1.98307749338434                    0                    0                  270
    108.763059370044      8.0162251624929     8.69043995650312                    0     1.63684165761079                  270
    49.7194493729967   0.0295251057513977     6.40125752881497                    0                    0                  270
    4.44370147720429     2.42393246496341     3.07788198312659                    0                    0                  270
    10.5295934880186     4.22707397003021      2.2920367618036                    0                    0                  270
    11.6843257312451     6.34754189661466     5.17740366714164                    0                    0                  270
    24.6371213052944     8.46178512573096     2.45837904249691                    0                    0                  270
    7.61490983254095      4.1881052790554     4.76007636729846                    0                    0                  270
    264.925544404262     11.9277981710644     3.19657150799378                    0                    0                  270
                   0                    0                    0                    0                    0                  270
